booking_id,hotel,lead_time,year,Month,Day,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,previous_cancellations,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,average_daily_rate,total_of_special_requests,reservation_status
100638,City Hotel,356,2025,February,23,1,3,2,2,0,IND,Corporate,TA/TO,0,3,Non Refund,169,32,Group,131.53,3,Check-Out
100639,Resort Hotel,237,2024,September,10,1,6,3,1,1,AUS,Direct,TA/TO,4,2,Refundable,202,16,Contract,264.02,4,Check-Out
100640,Resort Hotel,47,2024,August,5,3,6,1,2,1,FRA,Corporate,GDS,3,3,Non Refund,6,17,Transient-Party,193.58,1,Check-Out
100641,Resort Hotel,361,2023,December,8,3,4,4,2,1,SGP,Online TA,TA/TO,0,3,Non Refund,464,6,Contract,249.57,2,No-Show
100642,Resort Hotel,127,2023,May,26,0,5,1,2,1,IND,Corporate,Corporate,4,1,Non Refund,122,49,Transient,294.04,5,Canceled
100643,City Hotel,347,2023,January,20,4,5,2,2,0,CAN,Corporate,Corporate,5,4,Non Refund,249,28,Group,309.1,5,Check-Out
100644,Resort Hotel,276,2023,July,18,3,1,4,,1,UAE,Online TA,Direct,0,4,Non Refund,173,11,Contract,238.14,5,
100645,Resort Hotel,216,2023,August,7,0,2,1,1,0,GBR,Groups,Direct,5,0,Non Refund,5,26,Transient-Party,332.97,5,Check-Out
100646,City Hotel,204,2023,August,6,3,5,3,2,0,AUS,Offline TA/TO,TA/TO,1,0,No Deposit,370,48,Contract,349.7,5,Check-Out
100647,Resort Hotel,83,2023,April,15,4,5,4,0,0,SGP,Direct,Direct,5,3,Refundable,221,24,Contract,218.57,4,Check-Out
100648,City Hotel,294,2025,December,24,3,1,2,1,1,CAN,Online TA,GDS,2,0,Non Refund,175,5,Transient,282.61,2,Check-Out
100649,City Hotel,62,2024,August,19,4,6,4,1,0,FRA,Corporate,Corporate,2,3,Non Refund,425,17,Transient,341.28,2,Canceled
100650,Resort Hotel,97,2023,September,20,3,7,4,1,0,IND,Offline TA/TO,Corporate,3,0,No Deposit,116,16,Transient,185.76,1,Check-Out
100651,City Hotel,166,2025,July,15,0,3,3,2,0,FRA,Online TA,GDS,0,1,Refundable,198,1,Contract,204.92,3,Canceled
100652,City Hotel,7,2023,November,25,3,3,2,1,0,DEU,Offline TA/TO,TA/TO,3,2,No Deposit,380,35,Contract,186.72,1,Check-Out
100653,City Hotel,210,2024,December,2,4,7,1,1,0,UAE,Online TA,Corporate,2,4,No Deposit,80,40,Contract,155.72,0,Check-Out
100654,City Hotel,315,2023,January,16,3,1,4,0,1,GBR,Groups,Corporate,1,2,Refundable,83,46,Transient-Party,54.16,1,Canceled
100655,City Hotel,68,2025,June,18,4,6,3,1,0,GBR,Direct,TA/TO,,1,Refundable,498,28,Transient-Party,109.68,4,Canceled
100656,Resort Hotel,102,2025,December,6,4,7,4,0,1,GBR,Online TA,Corporate,3,3,Non Refund,7,22,Transient,208.73,0,Check-Out
100657,Resort Hotel,118,2023,March,2,0,7,3,2,0,AUS,Corporate,GDS,0,0,No Deposit,177,38,Group,327.81,4,Check-Out
100658,City Hotel,23,2024,August,9,2,7,2,1,0,SGP,Corporate,Corporate,3,1,Non Refund,329,44,Transient,203.4,5,Check-Out
100659,Resort Hotel,222,2024,February,13,0,6,2,1,1,SGP,Offline TA/TO,Corporate,4,2,Refundable,37,43,Group,198.38,2,Check-Out
100660,City Hotel,277,2025,June,6,4,3,4,0,0,CAN,Online TA,Corporate,5,0,Refundable,367,27,Contract,122.8,1,Canceled
100661,Resort Hotel,102,2023,August,10,1,7,4,0,1,FRA,Offline TA/TO,Direct,4,2,No Deposit,82,13,Transient-Party,342.46,4,Check-Out
100662,Resort Hotel,317,2023,July,6,4,6,2,1,1,NLD,Direct,GDS,3,3,Refundable,238,16,Group,181.58,4,Check-Out
100663,Resort Hotel,99,2024,November,5,4,4,4,1,0,DEU,Corporate,Corporate,1,3,Non Refund,130,2,Transient,289.46,0,Check-Out
100664,Resort Hotel,307,2025,June,26,1,7,1,1,1,NLD,Groups,Corporate,1,0,Non Refund,435,47,Transient,170.07,1,Canceled
100665,Resort Hotel,275,2025,June,16,1,7,4,1,1,IND,Offline TA/TO,TA/TO,1,2,No Deposit,386,24,Group,76.82,1,Canceled
100666,City Hotel,37,2023,May,4,3,6,1,0,0,GBR,Corporate,GDS,4,0,Non Refund,409,18,Transient-Party,336.04,5,Check-Out
100667,City Hotel,256,2024,September,17,2,5,1,1,1,NLD,Online TA,TA/TO,2,1,No Deposit,129,35,Transient-Party,113.49,0,Check-Out
100668,Resort Hotel,259,2023,January,9,4,7,1,0,0,UAE,Groups,GDS,2,0,No Deposit,37,8,Transient-Party,198.61,5,Check-Out
100669,City Hotel,118,2025,November,19,1,7,3,0,0,IND,Online TA,Corporate,3,3,Non Refund,215,2,Contract,240.69,1,Check-Out
100670,City Hotel,177,2024,June,13,2,3,1,1,0,GBR,Groups,GDS,0,4,Refundable,59,17,Group,121.06,0,Check-Out
100671,Resort Hotel,242,2024,February,5,4,2,1,1,0,SGP,Direct,TA/TO,5,3,Refundable,220,17,Group,314.83,3,Canceled
100672,City Hotel,29,2025,August,17,2,7,4,1,0,CAN,Offline TA/TO,Corporate,3,0,Refundable,363,5,Transient-Party,105.03,5,Canceled
100673,City Hotel,16,2023,November,17,4,1,2,0,0,DEU,Groups,GDS,2,1,No Deposit,499,32,Group,215.54,3,Canceled
100674,Resort Hotel,134,2023,February,3,4,3,1,2,1,IND,Groups,GDS,1,2,Refundable,74,0,Contract,320.95,4,Check-Out
100675,Resort Hotel,235,2023,June,8,2,5,1,1,1,USA,Corporate,GDS,1,3,Refundable,87,23,Transient-Party,181.87,0,Canceled
100676,Resort Hotel,26,2023,November,5,1,3,3,0,0,NLD,Groups,Direct,3,2,Refundable,345,5,Transient-Party,286.78,3,Check-Out
100677,City Hotel,175,2024,April,20,3,7,2,2,0,DEU,Corporate,Corporate,5,4,Non Refund,490,9,Transient,95.1,1,Check-Out
100678,City Hotel,189,2023,January,1,4,6,1,0,0,USA,Direct,Corporate,5,2,No Deposit,50,21,Transient,321.05,3,Check-Out
100679,Resort Hotel,192,2024,September,16,0,5,3,2,0,GBR,Direct,TA/TO,4,2,No Deposit,456,28,Contract,285.11,4,Check-Out
100680,City Hotel,363,2024,December,8,4,1,4,2,1,SGP,Online TA,Direct,4,4,No Deposit,396,8,Transient-Party,144.7,0,Canceled
100681,Resort Hotel,81,2024,September,2,1,6,2,2,0,DEU,Offline TA/TO,Corporate,3,3,Non Refund,9,11,Transient,236.04,0,Check-Out
100682,City Hotel,348,2024,June,1,4,1,3,0,1,AUS,Direct,Direct,0,1,No Deposit,242,29,Transient-Party,292.75,1,Canceled
100683,City Hotel,188,2024,November,28,3,6,4,1,0,DEU,Direct,GDS,0,2,No Deposit,265,37,Transient-Party,298.45,3,Check-Out
100684,City Hotel,82,2024,June,21,0,6,4,2,1,DEU,Direct,Direct,4,0,Non Refund,74,5,Transient-Party,85.24,0,Check-Out
100685,Resort Hotel,328,2024,March,21,3,2,2,1,0,DEU,Corporate,Corporate,1,0,No Deposit,156,18,Transient,112.35,2,Check-Out
100686,Resort Hotel,73,2024,May,24,2,5,2,0,0,DEU,Direct,TA/TO,5,2,Refundable,325,25,Contract,172.8,5,No-Show
100687,Resort Hotel,169,2023,September,23,2,1,3,2,0,IND,Direct,Corporate,3,0,Refundable,224,16,Group,164.9,5,No-Show
100688,Resort Hotel,155,2023,January,21,3,2,4,1,1,FRA,Direct,Corporate,1,2,No Deposit,139,27,Transient,164.03,2,Check-Out
100689,City Hotel,183,2025,January,9,0,4,2,0,1,FRA,Corporate,Direct,0,0,Refundable,426,1,Transient-Party,224.9,3,No-Show
100690,Resort Hotel,252,2023,March,14,2,5,3,0,1,AUS,Online TA,TA/TO,4,1,Refundable,180,37,Transient-Party,306.76,2,Check-Out
100691,City Hotel,86,2023,July,15,1,1,1,1,1,IND,Corporate,Corporate,3,3,No Deposit,417,6,Transient-Party,75.96,5,Canceled
100692,Resort Hotel,17,2025,July,13,0,5,4,1,0,CAN,Offline TA/TO,Corporate,3,2,Non Refund,382,16,Transient,272.57,3,Check-Out
100693,City Hotel,82,2024,October,19,4,6,4,2,0,NLD,Corporate,GDS,2,1,No Deposit,165,5,Contract,106.8,2,Check-Out
100694,City Hotel,153,2024,April,2,1,5,4,1,1,FRA,Groups,TA/TO,2,3,Refundable,470,39,Group,346.97,3,Canceled
100695,City Hotel,60,2024,November,5,3,4,4,0,0,GBR,Offline TA/TO,Corporate,0,4,Refundable,277,11,Contract,111.37,5,Check-Out
100696,Resort Hotel,63,2024,June,22,1,1,4,1,1,IND,Offline TA/TO,Direct,5,1,Refundable,151,12,Contract,343.36,5,Check-Out
100697,City Hotel,362,2024,June,27,0,2,3,0,1,FRA,Offline TA/TO,TA/TO,4,2,Refundable,302,27,Contract,322.73,2,Check-Out
100698,Resort Hotel,52,2024,February,7,3,2,3,2,1,GBR,Groups,TA/TO,2,2,No Deposit,200,16,Transient-Party,303.86,5,Check-Out
100699,Resort Hotel,232,2025,October,16,0,1,4,2,1,FRA,Groups,Corporate,5,1,Refundable,72,42,Group,214.27,0,Check-Out
100700,Resort Hotel,68,2023,January,19,2,3,2,1,1,DEU,Direct,TA/TO,2,2,Non Refund,83,40,Transient-Party,132.23,4,Check-Out
100701,City Hotel,69,2024,July,7,4,7,3,2,1,NLD,Corporate,Corporate,4,3,Non Refund,197,22,Transient,198.38,0,Check-Out
100702,City Hotel,280,2024,February,19,2,6,1,1,1,AUS,Online TA,Direct,2,4,Refundable,415,9,Transient-Party,241.18,3,Check-Out
100703,Resort Hotel,76,2025,January,26,3,2,2,1,1,DEU,Groups,Corporate,4,3,Refundable,414,17,Transient-Party,234.91,1,Check-Out
100704,City Hotel,283,2023,August,14,1,1,2,0,0,IND,Direct,TA/TO,2,0,No Deposit,20,22,Group,139.45,3,Check-Out
100705,Resort Hotel,198,2024,September,26,0,3,4,1,0,IND,Direct,TA/TO,1,2,Non Refund,332,13,Group,279.64,3,Check-Out
100706,City Hotel,300,2024,November,21,3,7,3,1,0,SGP,Online TA,Corporate,5,0,Non Refund,499,8,Transient-Party,277.41,0,Check-Out
100707,Resort Hotel,267,2025,May,13,1,4,1,2,1,CAN,Corporate,GDS,0,0,No Deposit,117,5,Contract,105.81,1,Check-Out
100708,Resort Hotel,16,2025,May,13,1,7,2,0,0,AUS,Online TA,TA/TO,0,1,Refundable,439,27,Group,141.3,5,Check-Out
100709,Resort Hotel,359,2024,September,2,4,1,2,0,0,AUS,Offline TA/TO,Direct,2,2,Non Refund,231,6,Group,214.24,1,Canceled
100710,Resort Hotel,48,2023,August,3,2,5,3,0,0,IND,Direct,Direct,0,1,Refundable,248,37,Contract,303.03,1,Check-Out
100711,City Hotel,308,2023,December,19,2,1,3,2,0,DEU,Direct,Corporate,2,3,No Deposit,69,29,Contract,84.89,5,Check-Out
100712,Resort Hotel,87,2024,January,22,4,5,4,1,1,NLD,Online TA,TA/TO,4,2,Non Refund,408,4,Transient-Party,88.7,1,Check-Out
100713,City Hotel,228,2024,February,24,4,2,3,0,1,GBR,Corporate,GDS,3,1,No Deposit,352,20,Transient,161.69,0,Canceled
100714,City Hotel,331,2024,June,14,2,5,2,1,1,AUS,Corporate,Corporate,0,0,Refundable,37,37,Contract,282.65,2,Canceled
100715,City Hotel,178,2023,November,20,1,1,4,0,0,UAE,Groups,TA/TO,4,1,Refundable,25,32,Group,179.3,4,Canceled
100716,Resort Hotel,37,2025,June,26,3,1,4,0,1,DEU,Offline TA/TO,Corporate,5,0,Refundable,79,34,Transient,84.99,5,Check-Out
100717,City Hotel,214,2025,January,23,4,5,2,0,1,DEU,Offline TA/TO,TA/TO,1,0,No Deposit,414,17,Group,282.28,4,No-Show
100718,Resort Hotel,225,2025,July,10,0,5,3,1,1,NLD,Corporate,Corporate,1,2,Refundable,333,6,Transient,260.23,3,Check-Out
100719,City Hotel,138,2024,September,23,2,3,3,0,0,SGP,Direct,Direct,2,1,No Deposit,282,25,Contract,192.5,1,Check-Out
100720,Resort Hotel,13,2023,January,11,2,6,1,1,0,IND,Direct,GDS,5,2,Non Refund,51,11,Contract,277.62,3,No-Show
100721,Resort Hotel,152,2024,July,2,1,5,4,0,0,FRA,Groups,Corporate,4,3,No Deposit,72,9,Transient,242.15,4,Check-Out
100722,City Hotel,117,2023,October,11,3,2,4,0,0,SGP,Offline TA/TO,TA/TO,0,3,No Deposit,178,15,Contract,111.45,5,Canceled
100723,City Hotel,3,2024,June,15,0,6,3,1,0,FRA,Groups,Corporate,1,2,Non Refund,96,27,Transient,202.79,3,Check-Out
100724,Resort Hotel,292,2025,March,5,1,3,4,1,0,GBR,Online TA,TA/TO,1,2,Refundable,440,23,Transient,175.52,0,Canceled
100725,City Hotel,250,2024,November,20,2,5,2,1,0,DEU,Groups,Corporate,0,2,Refundable,66,12,Group,178.1,1,Check-Out
100726,City Hotel,41,2025,March,19,2,5,3,1,1,SGP,Offline TA/TO,TA/TO,0,1,No Deposit,41,18,Transient,338.58,4,Canceled
100727,Resort Hotel,121,2024,December,10,1,3,4,2,1,SGP,Offline TA/TO,Corporate,2,2,Non Refund,33,35,Transient,97.95,0,Check-Out
100728,Resort Hotel,273,2023,,11,0,2,1,1,1,IND,Online TA,TA/TO,1,0,No Deposit,19,10,Group,248.11,3,Canceled
100729,Resort Hotel,10,2023,September,6,3,3,1,2,1,AUS,Groups,GDS,4,0,No Deposit,105,2,Transient-Party,335.53,3,Canceled
100730,Resort Hotel,54,2024,January,28,3,1,3,2,1,SGP,Groups,GDS,5,4,No Deposit,340,35,Contract,219.23,2,Canceled
100731,Resort Hotel,201,2025,July,6,4,3,3,0,0,IND,Corporate,GDS,0,3,No Deposit,317,19,Transient-Party,221.28,1,Canceled
100732,City Hotel,269,2025,February,3,0,7,2,0,0,DEU,Groups,Direct,5,2,Refundable,83,7,Transient,188.39,1,Check-Out
100733,City Hotel,325,2023,March,1,1,4,2,0,0,GBR,Offline TA/TO,Corporate,3,4,Refundable,409,24,Transient-Party,188.5,1,Check-Out
100734,Resort Hotel,195,2024,July,28,4,6,4,2,1,USA,Online TA,GDS,1,2,Non Refund,162,27,Transient,127.25,3,Canceled
100735,Resort Hotel,123,2023,July,16,4,7,4,1,1,GBR,Direct,Corporate,2,4,Non Refund,330,16,Contract,99.83,1,Canceled
100736,Resort Hotel,310,2023,May,1,3,1,1,1,1,UAE,Corporate,Direct,2,2,Refundable,391,11,Group,100.9,5,Check-Out
100737,City Hotel,320,2024,December,12,3,3,3,0,0,USA,Direct,GDS,4,2,Refundable,467,39,Transient-Party,272.38,0,Check-Out
100738,Resort Hotel,243,2024,January,23,2,7,4,2,1,IND,,Corporate,1,4,No Deposit,71,23,Transient-Party,264.15,1,Check-Out
100739,City Hotel,173,2025,December,8,4,7,4,0,1,NLD,Direct,Direct,4,1,No Deposit,22,12,Group,128.45,5,Canceled
100740,Resort Hotel,234,2024,April,24,4,6,3,0,1,GBR,Online TA,GDS,4,1,No Deposit,493,29,Contract,98.94,4,Check-Out
100741,Resort Hotel,284,2025,May,16,1,5,3,1,0,NLD,Offline TA/TO,Direct,4,2,Refundable,52,14,Contract,147.39,2,Check-Out
100742,City Hotel,100,2023,February,16,4,5,2,1,0,AUS,Direct,Corporate,2,4,No Deposit,226,39,Transient,336.69,1,Check-Out
100743,City Hotel,191,2025,March,2,4,2,3,0,0,AUS,Corporate,TA/TO,4,4,Refundable,311,28,Group,183.06,1,Canceled
100744,City Hotel,43,2023,August,19,2,3,4,0,1,CAN,Offline TA/TO,Direct,4,,Refundable,213,31,Transient-Party,59.85,2,Check-Out
100745,City Hotel,8,2024,June,11,0,4,3,1,0,GBR,Offline TA/TO,Direct,2,1,Refundable,276,36,Transient,102.17,0,Check-Out
100746,City Hotel,169,2023,January,14,4,1,3,0,1,AUS,Online TA,Corporate,0,4,Non Refund,1,14,Group,257.6,3,Check-Out
100747,Resort Hotel,237,2023,April,6,3,7,3,0,0,FRA,Groups,GDS,5,0,Refundable,484,7,Group,214.53,3,Canceled
100748,City Hotel,153,2025,May,1,2,6,2,0,0,USA,Offline TA/TO,Direct,1,2,Refundable,118,28,Transient,319.66,0,Check-Out
100749,City Hotel,103,2025,January,9,1,4,4,0,0,SGP,Direct,GDS,5,4,Non Refund,269,47,Contract,282.66,2,Canceled
100750,Resort Hotel,346,2025,August,8,1,2,1,1,0,CAN,Online TA,Direct,1,3,Refundable,221,7,Transient-Party,284.2,4,Check-Out
100751,City Hotel,127,2025,October,24,3,6,3,0,1,GBR,Direct,Corporate,2,2,No Deposit,193,49,Group,215.61,5,Check-Out
100752,City Hotel,308,2023,March,20,0,5,3,2,1,GBR,Groups,Corporate,2,0,Refundable,176,44,Transient,170.08,3,Canceled
100753,City Hotel,52,2025,January,17,3,2,3,1,1,GBR,Online TA,Corporate,1,2,No Deposit,240,45,Transient-Party,320.65,0,Check-Out
100754,City Hotel,318,2023,March,13,4,6,4,1,1,GBR,Groups,TA/TO,3,3,Refundable,6,3,Group,318.36,4,No-Show
100755,Resort Hotel,73,2024,September,23,2,2,3,0,1,DEU,Online TA,Direct,3,0,Refundable,160,13,Group,158.25,1,Check-Out
100756,Resort Hotel,48,2025,November,9,3,3,2,1,1,AUS,Offline TA/TO,Direct,0,4,Refundable,60,6,Group,145.85,5,Canceled
100757,Resort Hotel,100,2024,September,5,2,1,4,0,0,IND,Offline TA/TO,TA/TO,1,0,Refundable,487,2,Transient-Party,183.93,5,Check-Out
100758,Resort Hotel,181,2023,September,5,4,4,4,1,0,GBR,Online TA,Corporate,4,4,Non Refund,497,13,Transient,254.67,1,Check-Out
100759,City Hotel,96,2023,May,27,2,1,3,2,0,GBR,Corporate,Direct,0,4,No Deposit,169,22,Transient-Party,275.07,2,Check-Out
100760,City Hotel,228,2023,October,16,4,7,2,2,1,UAE,Offline TA/TO,Direct,2,4,No Deposit,407,7,Contract,62.97,4,Canceled
100761,City Hotel,43,2023,January,26,2,2,3,2,0,NLD,Offline TA/TO,Corporate,3,3,Refundable,178,34,Transient-Party,95.28,4,Check-Out
100762,Resort Hotel,226,2024,March,12,0,6,4,,0,AUS,Online TA,TA/TO,3,4,Non Refund,482,10,Transient,191.86,1,Check-Out
100763,Resort Hotel,248,2024,December,18,1,6,2,1,1,UAE,Groups,GDS,2,0,Refundable,333,17,Group,311.11,2,Check-Out
100764,City Hotel,304,2025,October,23,1,7,3,0,0,CAN,Direct,Corporate,5,2,No Deposit,414,32,Group,283.13,4,Check-Out
100765,Resort Hotel,353,2025,June,14,4,1,4,0,1,,Direct,Direct,3,2,Refundable,136,6,Transient-Party,53.14,4,Canceled
100766,City Hotel,147,2025,December,20,2,4,2,0,1,IND,Online TA,Corporate,3,3,Non Refund,349,9,Contract,226.58,5,Canceled
100767,City Hotel,1,2024,April,25,0,1,1,1,1,USA,Groups,Direct,1,0,Non Refund,32,33,Group,115.05,3,Check-Out
100768,City Hotel,151,2025,June,5,1,7,3,1,0,NLD,Offline TA/TO,TA/TO,0,1,Refundable,210,,Transient-Party,288.22,5,Canceled
100769,City Hotel,81,2024,June,5,4,3,4,0,0,FRA,Offline TA/TO,Corporate,3,1,Refundable,366,19,Transient,344.72,2,Check-Out
100770,Resort Hotel,265,2025,October,16,1,2,3,2,1,USA,Offline TA/TO,Corporate,3,3,Refundable,351,38,Group,160.58,0,Check-Out
100771,City Hotel,159,2024,August,20,2,2,3,0,0,DEU,Direct,Direct,1,2,Refundable,244,20,Group,141.86,4,Canceled
100772,City Hotel,331,2025,July,2,2,7,3,2,1,USA,Online TA,TA/TO,4,0,Non Refund,106,41,Contract,303.36,4,Check-Out
100773,,321,2024,July,13,2,2,3,0,0,USA,Corporate,Corporate,4,4,Non Refund,215,13,Transient-Party,198.95,0,Canceled
100774,City Hotel,260,2023,May,22,0,4,3,0,1,FRA,Corporate,Direct,3,1,Non Refund,124,46,Transient,283.96,4,Canceled
100775,City Hotel,248,2025,January,20,3,7,1,0,0,FRA,Online TA,GDS,4,4,No Deposit,34,31,Contract,69.45,0,Canceled
100776,Resort Hotel,95,2023,December,3,3,1,3,1,0,USA,Groups,Corporate,5,3,No Deposit,323,8,Contract,321.65,5,Canceled
100777,Resort Hotel,346,2023,October,5,3,1,3,0,0,FRA,Offline TA/TO,Corporate,3,3,Refundable,381,28,Contract,171.98,5,Check-Out
100778,City Hotel,74,2023,August,4,4,1,1,2,0,UAE,Online TA,Direct,4,4,Non Refund,479,27,Contract,276.26,0,Canceled
100779,City Hotel,91,2024,January,2,1,2,1,2,0,CAN,Offline TA/TO,TA/TO,0,3,No Deposit,484,47,Group,178.82,4,Check-Out
100780,City Hotel,187,2025,March,20,4,6,3,0,0,UAE,Online TA,Direct,3,4,Refundable,494,8,Group,142.58,4,Check-Out
100781,City Hotel,351,2024,February,10,2,5,4,0,0,USA,Corporate,GDS,0,3,Non Refund,288,31,Transient,204.41,2,Check-Out
100782,Resort Hotel,92,2025,December,1,0,1,3,2,0,UAE,Groups,GDS,0,0,No Deposit,404,42,Contract,248.83,5,Check-Out
100783,Resort Hotel,314,2024,September,28,1,4,1,0,1,GBR,Groups,TA/TO,0,3,Non Refund,127,16,Transient-Party,285.35,5,Canceled
100784,City Hotel,173,2023,November,12,1,1,4,1,1,NLD,Direct,Direct,2,0,No Deposit,213,0,Transient-Party,312.88,2,Canceled
100785,Resort Hotel,210,2023,June,3,2,7,4,0,1,CAN,Groups,Corporate,0,4,No Deposit,230,0,Transient-Party,258.69,3,No-Show
100786,City Hotel,280,2023,October,15,2,3,2,0,1,CAN,Corporate,Corporate,1,1,Refundable,259,43,Group,126.53,0,Check-Out
100787,City Hotel,183,2025,August,10,4,6,2,2,0,IND,Online TA,Direct,3,2,Refundable,427,9,Group,87.84,3,Check-Out
100788,City Hotel,80,2024,August,24,0,1,1,2,0,AUS,Corporate,Direct,4,2,Non Refund,476,9,Transient-Party,194.56,3,Canceled
100789,Resort Hotel,365,2023,July,27,1,4,4,2,1,DEU,Online TA,Corporate,5,4,Refundable,401,4,Transient,334.81,4,No-Show
100790,City Hotel,243,2024,July,15,1,1,4,1,1,USA,Corporate,TA/TO,2,1,Refundable,348,7,Group,116,0,Check-Out
100791,Resort Hotel,292,2024,August,15,4,1,2,1,0,DEU,Offline TA/TO,Corporate,2,1,Refundable,172,39,Transient,112.61,1,Check-Out
100792,City Hotel,250,2023,February,1,3,7,2,1,0,SGP,Groups,TA/TO,1,2,Non Refund,299,4,Transient-Party,201.51,3,Check-Out
100793,Resort Hotel,30,2025,September,14,2,4,2,2,0,AUS,Direct,TA/TO,0,3,Non Refund,295,43,Contract,248.36,3,Canceled
100794,City Hotel,5,2024,March,2,2,2,3,1,0,DEU,Offline TA/TO,Direct,4,4,Non Refund,114,38,Transient-Party,298.17,3,Check-Out
100795,City Hotel,89,2023,May,25,2,4,1,1,1,SGP,Offline TA/TO,GDS,4,2,No Deposit,457,4,Contract,183.53,0,No-Show
100796,Resort Hotel,120,2023,April,14,0,5,2,2,1,GBR,Online TA,Direct,1,2,No Deposit,172,33,Contract,151.26,0,Canceled
100797,Resort Hotel,346,2025,October,21,4,4,2,0,0,UAE,Online TA,GDS,4,0,No Deposit,134,27,Transient-Party,137.98,3,Check-Out
100798,City Hotel,14,2023,January,28,4,2,4,2,1,AUS,Corporate,Corporate,1,0,Non Refund,440,0,Transient-Party,220.42,4,Canceled
100799,Resort Hotel,345,2025,September,25,4,5,1,0,0,GBR,Groups,TA/TO,4,3,Refundable,475,4,Transient,102.79,5,Check-Out
100800,City Hotel,326,2025,May,27,4,3,3,1,0,UAE,Direct,Direct,0,3,Refundable,109,4,Group,323.66,1,Check-Out
100801,City Hotel,165,2023,December,22,2,1,3,0,0,AUS,Online TA,Direct,0,3,Refundable,105,23,Contract,273.67,0,Check-Out
100802,City Hotel,90,2024,September,11,1,7,3,2,0,FRA,Corporate,GDS,4,4,No Deposit,477,11,Contract,159.92,2,Check-Out
100803,City Hotel,130,2024,January,5,0,2,2,0,1,USA,Online TA,Direct,2,4,Non Refund,458,6,Group,110,3,Canceled
100804,City Hotel,302,2025,June,19,1,2,4,0,0,DEU,Corporate,Corporate,4,1,Refundable,248,0,Contract,144.96,1,Check-Out
100805,City Hotel,127,2024,June,19,2,3,1,2,0,SGP,Groups,Corporate,4,2,Non Refund,41,24,Group,299.37,5,Check-Out
100806,Resort Hotel,17,2024,August,7,4,3,1,1,0,FRA,Corporate,TA/TO,0,0,No Deposit,367,22,Transient-Party,319.06,2,Canceled
100807,Resort Hotel,139,2023,May,12,4,2,4,0,1,IND,Groups,GDS,4,1,No Deposit,463,42,Transient-Party,265.22,1,No-Show
100808,City Hotel,131,2023,May,22,1,4,1,2,1,AUS,Offline TA/TO,TA/TO,2,0,Non Refund,374,29,Group,55.11,0,Check-Out
100809,Resort Hotel,17,2025,October,20,4,7,4,1,1,GBR,Direct,Corporate,5,2,Refundable,479,17,Group,52.54,4,Check-Out
100810,Resort Hotel,276,2025,November,18,3,1,2,2,0,UAE,Online TA,Direct,3,0,Non Refund,418,29,Group,195.68,1,Canceled
100811,City Hotel,342,2025,May,9,2,7,2,0,0,FRA,Offline TA/TO,Direct,2,3,No Deposit,111,32,Contract,127.67,2,Check-Out
100812,Resort Hotel,206,2024,October,17,4,4,2,1,1,UAE,Direct,Corporate,2,2,No Deposit,348,6,Transient-Party,207.24,4,Check-Out
100813,Resort Hotel,86,2023,February,8,3,3,3,0,1,AUS,Offline TA/TO,Direct,5,1,Refundable,110,7,Contract,98.46,5,Check-Out
100814,City Hotel,216,2025,April,23,0,2,2,2,1,AUS,Offline TA/TO,GDS,5,0,Refundable,147,27,Contract,261.46,3,Check-Out
100815,Resort Hotel,269,2025,January,18,4,4,2,1,0,UAE,Groups,GDS,4,1,No Deposit,314,14,Contract,316.91,5,Check-Out
100816,City Hotel,308,2025,March,1,4,7,1,1,1,NLD,Groups,TA/TO,2,4,No Deposit,259,28,Transient,310.1,5,No-Show
100817,Resort Hotel,66,2024,April,13,2,5,3,1,0,IND,Direct,GDS,2,0,No Deposit,124,5,Contract,129.14,4,Canceled
100818,Resort Hotel,248,2023,January,13,0,7,2,2,0,DEU,Corporate,Corporate,5,1,No Deposit,412,6,Group,291.33,0,Check-Out
100819,Resort Hotel,36,2025,December,7,0,2,3,1,0,DEU,Direct,Direct,0,3,No Deposit,481,2,Contract,190.17,1,Canceled
100820,City Hotel,197,2024,June,3,2,3,3,1,0,,Online TA,Corporate,0,3,Non Refund,152,10,Transient,340.53,4,Check-Out
100821,Resort Hotel,116,2023,February,19,3,3,3,2,0,USA,Corporate,Corporate,5,0,No Deposit,466,34,Contract,294.04,3,Check-Out
100822,City Hotel,188,2023,May,18,1,4,2,1,0,FRA,Online TA,TA/TO,1,0,Non Refund,113,28,Transient-Party,242.83,5,Check-Out
100823,Resort Hotel,144,2023,July,1,3,4,1,1,1,FRA,Offline TA/TO,Direct,3,0,No Deposit,,31,Transient-Party,174.25,,Check-Out
100824,Resort Hotel,283,2025,April,20,0,7,3,1,0,AUS,Groups,Direct,0,0,No Deposit,430,24,Transient,148.99,0,Canceled
100825,City Hotel,318,2023,March,23,2,3,4,0,1,USA,Groups,TA/TO,3,3,No Deposit,300,5,Transient,159.1,2,Check-Out
100826,City Hotel,86,2024,March,27,3,1,3,1,0,USA,Online TA,Corporate,5,4,Non Refund,236,29,Contract,344.5,0,Canceled
100827,Resort Hotel,144,2023,September,4,2,4,4,0,0,NLD,Direct,GDS,0,1,No Deposit,131,42,Transient,289.99,0,Check-Out
